Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.47467625,1.466060511,3.961439117,3.583428926,0.10453844,-0.003925189,4.09841261,-3.763623476,-3.900710821,-1.900253862,2.741364335,3.744406387,0.913135324,-2.124783186,-2.507887216,-0.392383488,-2.477917765,1.328726513,0.052371054,3.868844164,1.133573406,-1.590762481
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,20130.25715,18287.82717,18621.29227,20677.90012,24423.09477,29386.27036,34674.7996,36217.3291,42156.56852,30946.46743,34937.55552,46382.82745,46968.59711,44003.06443,41026.50839,30625.12873,26663.29732,28024.38246,30988.11905,30426.57303,26834.35925,31006.96362
Brunei Darussalam,BRN,GNI (current US$),NY.GNP.MKTP.CD,6570999060,6096155748,6333082879,7167725265,8619178799,10547202612,12644616446,13494429386,15980957761,11965005667,13606836277,18026808827,18591292983,17893858130,17082574490,13580876417,12235340081,12848588413,13650753317,13830321068,12367544185,14096167229
Brunei Darussalam,BRN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,19390,19270,18960,19840,22190,25670,30720,33470,36700,35470,35370,36520,41690,44580,42370,38180,32570,29230,28790,31550,30810,29890
Brunei Darussalam,BRN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,56.97029665,57.92957198,56.6559738,58.42088831,57.76618514,58.5718065,60.16057156,56.96411408,65.9431409,59.70360508,67.40825227,69.50634273,70.159731,68.04411777,68.1771019,52.2130113,49.57777708,49.57330641,51.93323994,57.94604045,57.35611139,80.16891086
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.08,74.276,74.426,74.561,74.65,74.731,74.783,74.818,74.84,74.846,74.849,74.858,74.827,74.799,74.779,74.75,74.733,74.722,74.712,74.748,74.795,74.642
Brunei Darussalam,BRN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.4,8.2,8,7.9,7.9,7.8,7.9,7.9,8,8.1,8.1,8.2,8.3,8.4,8.5,8.5,8.5,8.6,8.6,8.6,8.6,8.6
Brunei Darussalam,BRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.3,10,9.8,9.6,9.5,9.5,9.5,9.5,9.5,9.6,9.7,9.7,9.8,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.8
Brunei Darussalam,BRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.5479064,2.5465107,2.53447938,2.60260582,2.55193377,2.23386168,1.9072516,1.94145441,1.87612021,2.39306617,2.27826095,1.86409724,1.85097206,1.898314,1.91436803,2.38708901,2.54828691,2.27022862,2.41289377,2.19410944,2.39334464,2.20486665
Brunei Darussalam,BRN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.006,..,1.151,..,1.284,1.064,1.07,1.038,1.467,1.14,1.421,1.514,1.466,1.593,1.486,1.754,..,1.587,1.778,..,..,1.913
Brunei Darussalam,BRN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.90001621,99.90001621,99.90001621,99.90001621,99.90001621,99.90001815,99.90002009,99.90002204,99.90002398,99.90002592,99.90002786,99.90002981,99.90003175,99.90003369,99.90003563,99.90003757,99.90003952,99.90004146,99.9000434,99.90004534,99.90004728,99.90004922
Brunei Darussalam,BRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,93,..,..,..,..,..,..,..,..,..,96,..,..,..,..,..,..,..,..,..,97.58999634
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.9319229,100.767868,102.5897675,106.5336609,107.6498184,107.5348206,108.0309372,107.8673782,106.2289581,105.5839081,104.9688999,103.9563014,103.4029894,103.3593635,102.2298542,101.6660375,102.4504468,100.1137369,99.00005025,97.61413111,97.53031757,96.2353285
Brunei Darussalam,BRN,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,93.18006,..,..,92.69992,93.51439,92.53427,92.48465,93.75145,93.53285,93.14673,..,..,..
Brunei Darussalam,BRN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,67.8662262,69.64823914,71.91152954,74.10658264,78.32927704,82.25286865,87.09358978,88.99275208,91.63420868,95.49125671,97.91603851,101.3029175,106.5197525,105.0645828,99.62799072,96.33609009,93.40859985,91.6632309,91.49577332,89.64858246,86.95726277,89.12289769
Brunei Darussalam,BRN,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,88.24888,89.34426,87.6805,87.52486,89.11406,90.15449,91.16476,93.3478,91.37788,87.44971,85.06305,83.7965,84.04573,82.64549,..,..,..
Brunei Darussalam,BRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.705909967,..,..,..,..,..,..,..,..,..,2.046610117,3.322099924,2.889590025,..,3.353189945,..,4.425409794,..,..,..,..,..
Brunei Darussalam,BRN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,8.920740128,..,..,..,..,..,..,..,..,..,5.302080154,9.182189941,9.726420403,..,9.984600067,..,11.44194984,..,..,..,..,..
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,326424,333345,340099,346637,352911,358916,364663,370873,377793,384952,392332,399389,405557,411202,416750,422212,427564,432772,437810,442680,447404,451721
Brunei Darussalam,BRN,Urban population,SP.URB.TOTL,232296,238848,245028,251038,256898,262594,268133,274045,280519,287205,294096,300780,306828,312501,318114,323680,329182,334585,339868,345034,350094,354845
Brunei Darussalam,BRN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.459,5.499,5.575,5.663,5.786,5.931,5.997,6.091,6.216,6.411,6.455,6.442,6.482,6.655,6.862,7.726,8.574,9.316,8.7,6.6,7.409,4.905
Brunei Darussalam,BRN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,17.193,17.336,17.709,18.134,18.682,19.318,19.773,20.177,20.575,21.233,21.596,21.89,22.37,23.2,24.092,25.939,27.712,29.255,30.809,20.141,26.844,16.238
Bulgaria,BGR,Gini index,SI.POV.GINI,..,..,..,..,..,..,35.7,36.1,33.6,33.8,35.7,34.3,36,36.6,37.4,38.6,40.6,40.4,41.3,40.3,40.5,39
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,13245990274,14183446026,16403043850,21144957990,26157743369,29868657858,34380536496,44432811756,54480684188,52023801230,50760929303,57737040780,54288135059,55852123990,57157782910,50811995689,53964253212,59309748166,66289266349,68631726289,70716821235,84417951261
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.58722551,3.823704374,5.87193119,5.237153635,6.510425174,7.056349212,6.802588987,6.654387649,6.129558799,-3.347141367,1.555359635,2.09017527,0.748814897,-0.542751603,0.949448985,3.397553259,3.026628931,2.745926447,2.549464347,3.788850365,-3.215737434,7.780614814
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,1621.262107,1770.907049,2092.982886,2719.494369,3389.687434,3899.825963,4523.146558,5888.776852,7271.303389,6988.273163,6863.667068,7857.16707,7430.73738,7687.713682,7912.274844,7078.860323,7570.931655,8381.881346,9436.144799,9838.60059,10198.53883,12274.0776
Bulgaria,BGR,GNI (current US$),NY.GNP.MKTP.CD,12922579412,14208346104,16746547984,21488758771,26463249591,29952160205,33529451338,41158999020,51846141512,50357535978,49698376601,55929518184,53568146883,54615902085,56529038853,49160388019,52164956704,57855803154,63875378298,66479976533,68161899200,81048510008
Bulgaria,BGR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1660,1770,1970,2370,3060,3800,4300,4820,6070,6680,7010,7270,7500,7600,7690,7420,7380,7600,8490,9440,9550,11100
Bulgaria,BGR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.21885676,34.88131742,33.64730372,34.41694588,40.95664027,42.52956575,46.97787863,52.35503435,52.47765905,42.21885009,50.09804494,58.78820752,60.34627469,64.56497865,64.55081095,63.78641724,63.86093053,66.99052142,65.76513413,64.18228708,56.42407172,61.82065731
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.66341463,71.76829268,71.86585366,72.06585366,72.56341463,72.56097561,72.61219512,72.66341463,72.96341463,73.41219512,73.51219512,74.16341463,74.31463415,74.86097561,74.46585366,74.61463415,74.81219512,74.81463415,74.96341463,75.11219512,73.65853659,71.46341463
Bulgaria,BGR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.4,13.8,13.2,12.5,11.8,11,10.4,9.9,9.6,9.3,9,8.7,8.2,7.7,7.3,6.8,6.4,6.1,5.8,5.6,5.4,5.2
Bulgaria,BGR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,17.5,16.7,15.9,15.1,14.2,13.3,12.5,11.9,11.4,11.1,10.8,10.3,9.8,9.2,8.7,8.2,7.7,7.3,7,6.7,6.5,6.3
Bulgaria,BGR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.83,6.86,7.08,7.2,6.89,6.89,6.53,6.16,6.28,6.6,7.1,7.1,7.54,7.14,7.68,7.39,7.46,7.49,7.33,7.09,8.48,8.56
Bulgaria,BGR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.399,3.384,3.472,3.553,3.484,3.605,3.617,3.612,3.577,3.661,3.671,3.755,3.78,3.864,3.898,3.968,4.04,4.122,4.162,4.19,4.249,4.29
Bulgaria,BGR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.81301578,99.77143103,99.73061276,99.69052301,99.65116359,99.61252276,99.57458854,99.53736124,99.50083242,99.46499183,99.42983087,99.39534161,99.36155372,99.32848418,99.29611316,99.26445893,99.23350673,99.20327222,99.17372726,99.144878,99.11673596,99.08929849
Bulgaria,BGR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98,..,..,..,..,..,..,..,..,..,98,..,..,..,..,..,..,..,..,..,98.41999817
Bulgaria,BGR,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.7046738,105.3392563,109.6469879,111.6944885,111.7512283,110.920433,108.8231888,106.1049728,104.1575623,102.0619125,101.4006195,101.1202698,100.3630829,98.79118347,99.2496109,99.12722015,98.0771637,97.59429932,96.79232025,96.43988037,96.54376221,95.61109924
Bulgaria,BGR,"School enrollment, primary (% net)",SE.PRM.NENR,95.27463,95.54443,93.96941,94.307,95.46767,94.18482,95.18675,97.78147,98.04598,97.74258,97.95684,97.97584,95.726,93.90701,92.61403,90.40649,87.58166,86.4454,..,..,..,..
Bulgaria,BGR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,79.8759079,80.94407654,83.981987,88.11878204,90.53427124,91.36676788,92.41201019,93.15415955,92.38407135,92.52137756,94.18192291,96.43612671,95.39035034,100.7858124,104.9421997,103.8893433,103.0039215,103.4610214,104.0439224,102.6569366,101.3549423,98.70876312
Bulgaria,BGR,"School enrollment, secondary (% net)",SE.SEC.NENR,86.44825,87.27445,87.63113,84.91763,85.78885,85.89795,85.10716,84.9176,84.19548,83.43903,83.95626,85.72393,86.73715,90.03958,91.02326,91.22931,90.10467,89.05757,..,..,..,..
Bulgaria,BGR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.219832897,3.384239912,3.386080027,3.998450041,4.249889851,4.108799934,3.903460026,3.680340052,4.219089985,4.274290085,3.857460022,3.546900034,3.476500034,4.057660103,4.070053101,3.912084341,3.393708229,4.077559948,4.047090054,4.199029922,4.505139828,4.73032999
Bulgaria,BGR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,9.817684174,8.927361488,9.555897713,10.76726723,10.4770546,11.27114868,10.72626781,9.527602196,10.65262699,10.36380005,9.889651299,9.986122131,9.660421371,9.759604454,9.427565575,9.69010067,9.763916016,10.1444025,9.541225433,10.48226261,9.456896782,10.56167126
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761,6934015,6877743
Bulgaria,BGR,Urban population,SP.URB.TOTL,5629167,5539603,5448708,5433321,5419782,5406009,5391557,5378166,5366322,5357245,5347166,5337678,5331472,5326274,5320503,5310996,5298039,5283539,5269340,5256027,5248079,5228804
Bulgaria,BGR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,26.6,27.9,25.7,25.7,26.9,26,27.4,27.6,28.8,28.7,31.4,31.9,32.6,31.4,32.6,29.9
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.218,19.921,18.11,13.733,12.037,10.083,8.951,6.878,5.609,6.817,10.279,11.26,12.27,12.941,11.424,9.143,7.575,6.164,5.211,4.23,5.125,5.267
Bulgaria,BGR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,33.208,39.087,35.608,27.057,24.497,22.391,19.578,15.183,12.804,16.263,21.95,25.056,28.11,28.374,23.774,21.653,17.224,12.927,12.676,8.898,14.214,15.823
Burkina Faso,BFA,Gini index,SI.POV.GINI,..,..,..,43.3,..,..,..,..,..,39.8,..,..,..,..,35.3,..,..,..,43,..,..,37.4
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2968370088,3190371081,3622350063,4740768143,5451688538,6146353173,6547419820,7625722837,9451435490,9450696873,10109619741,12080295978,12561015157,13444300486,13943016077,11832159316,12833363045,14106955615,15890066221,16032813503,17725010533,19697516284
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.888473889,6.613405745,4.35296383,7.802493889,4.478452137,8.661873228,6.253164688,4.111379018,5.799991741,2.961950859,8.446281577,6.622562613,6.45267238,5.792584845,4.326845615,3.921228794,5.957976708,6.203489411,6.604569068,5.889204971,2.010772624,6.942524926
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,248.9085269,259.4852234,285.6540876,362.3739,403.8128374,441.164148,455.5136556,514.6844512,619.4375333,601.5695207,624.9572522,725.0247677,731.4701389,759.7620652,764.8616751,630.1247508,663.7423648,709.0915359,777.4656185,764.8530778,825.2370388,895.5352884
Burkina Faso,BFA,GNI (current US$),NY.GNP.MKTP.CD,2964619500,3178291925,3588060179,4686123788,5406279936,6082308541,6528831607,7603256500,9414697518,9333203850,9807542782,11592644775,12243495088,13080707616,13337500893,11293125665,12261728232,13577334630,15387936815,15326465625,17105876297,18774177401
Burkina Faso,BFA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,260,270,260,310,370,440,470,490,550,590,630,660,710,750,730,680,650,650,730,750,780,830
Burkina Faso,BFA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,8.844717485,9.044082767,8.865365632,9.220431658,10.8815873,9.841847478,10.9568635,10.34854222,10.14932705,13.78897086,20.51584886,26.19550052,26.59808542,27.07698545,26.93200415,26.10764554,25.9159648,26.45238564,28.07890614,29.25769566,31.77686569,32.79707352
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.847,51.071,51.272,51.793,52.416,53.092,53.742,54.375,55.342,55.959,56.477,57.125,57.619,57.823,58.359,58.845,59.326,59.536,60.047,60.039,59.731,59.27
Burkina Faso,BFA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,90.5,88.9,87.2,85.2,82.9,80.4,77.7,75.1,72.5,70.2,68,66,64.2,62.5,61,59.4,57.9,56.5,55.1,53.8,52.5,51.2
Burkina Faso,BFA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,178,173.9,169.4,164.3,158.5,152.2,145.5,138.8,132.4,126.5,121.1,116.3,111.9,107.8,104,100.4,96.9,93.6,90.3,87.3,84.3,81.4
Burkina Faso,BFA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.9502635,2.88835382,2.97113013,3.14307284,4.21720934,3.95109582,4.51446247,5.23373222,4.64780712,5.08159161,5.23958349,4.64868164,4.60267258,5.56331587,5.00027227,5.13192415,5.96067238,6.02490044,5.0057807,5.31868935,6.50193262,6.37691164
Burkina Faso,BFA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.04,..,..,0.053,..,..,..,0.031,0.043,0.044,0.037,0.046,0.046,0.047,0.064,0.062,0.082,0.083,0.091,0.096,0.101
Burkina Faso,BFA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,57.5604209,57.74084444,57.26702331,56.80007832,56.34175965,55.89187623,55.4522333,54.97087263,54.45223222,53.93546037,53.42170279,52.9114899,52.40497554,51.90266966,51.40547529,50.91354751,50.42741061,49.94632323,49.47116142,49.0028525,48.54098615,49.02263051
Burkina Faso,BFA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,22,..,24,22,28,..,..,..,..,..,..,35,..,..,..,39,30,..,36.96738052
Burkina Faso,BFA,"School enrollment, primary (% gross)",SE.PRM.ENRR,43.09059143,44.6176796,45.40055847,47.7917099,52.43136978,56.95592117,60.65650177,66.19429779,71.74661255,76.24575806,76.89656067,80.19606781,82.41477203,83.68414307,84.897789,85.44702911,87.64746857,89.73152161,91.72036743,89.95511627,87.847229,87.12499237
Burkina Faso,BFA,"School enrollment, primary (% net)",SE.PRM.NENR,36.33372,37.26342,36.72142,38.65198,41.14892,45.7476,48.74733,54.03414,59.9701,62.7928,59.91302,64.89106,65.68288,66.59063,67.7983,69.38962,75.20863,76.42387,78.64517,..,..,..
Burkina Faso,BFA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,9.925519943,10.10219955,..,11.34475994,12.43412018,13.44847012,14.23978996,15.36944962,18.09885025,19.54380035,21.28375053,23.28587914,25.34852028,27.7329998,29.73262978,33.09024811,35.15084839,37.37361145,39.82088852,40.27325821,39.42958069,38.28987122
Burkina Faso,BFA,"School enrollment, secondary (% net)",SE.SEC.NENR,..,7.98013,..,9.48721,10.55512,11.39514,12.2104,12.92052,14.773,15.822,16.48295,18.46052,19.74492,21.66185,..,26.53378,28.10485,29.14227,31.00148,..,..,..
Burkina Faso,BFA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,3.941139936,3.982189894,4.07983017,..,..,3.502229929,3.985150099,3.603159904,4.083439827,4.053299904,3.67008996,..,5.628469944,5.488609791,5.407136917,5.150865078,5.224015236
Burkina Faso,BFA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,19.49419022,18.20170021,17.86381912,..,..,16.17281914,19.50061035,15.89538002,16.16527939,19.36811066,18.02708054,..,21.44400024,22.66116905,21.65662003,20.99245834,21.39246559
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,11925546,12295001,12680897,13082532,13500533,13932123,14373707,14816307,15258093,15710066,16176498,16661908,17172287,17695409,18229461,18777487,19334856,19894407,20438288,20961952,21478690,21995243
Burkina Faso,BFA,Urban population,SP.URB.TOTL,2127994,2279493,2442087,2615983,2802306,3000561,3210942,3407158,3590840,3782827,3984757,4198134,4424783,4662032,4909923,5169442,5439668,5718249,6000273,6284393,6573983,6871314
Burkina Faso,BFA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,33.8,..,..,..,..,..,32,..,..,..,..,29.6,..,..,..,35.3,..,..,30.2
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.679,2.74,2.851,2.78,3.473,4,3.669,3.3,3.496,3.711,3.723,3.827,3.856,4.055,4.251,4.461,4.587,4.656,4.695,4.71,5.04,5.2
Burkina Faso,BFA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.151,4.239,4.389,4.328,5.399,6.279,5.761,5.209,5.522,5.862,5.965,6.18,6.307,6.643,6.975,7.335,7.604,7.811,7.991,7.999,8.905,8.645
Burundi,BDI,Gini index,SI.POV.GINI,..,..,..,..,..,..,33.4,..,..,..,..,..,..,38.6,..,..,..,..,..,..,37.5,..
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,870486065.9,876794723.1,825394519.4,784654423.6,915257323.4,1117113080,1273375078,1356199387,1611835857,1781455140,2032135192,2235820809,2333341334,2451606632,2705783330,3104003546,2644487777,2723586963,2667182200,2576518880,2649680261,2775798697
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.856864058,2.055807108,4.446519412,-1.22372796,4.833657768,0.900000001,5.413807145,3.451948564,4.861716367,3.812745366,5.124159994,4.032599988,4.446706331,4.924189898,4.240650214,-3.90000008,-0.600000909,0.500001262,1.609935421,1.812565324,0.327156893,3.099999999
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,134.5378618,132.1595545,120.9523086,111.4066828,125.1949652,147.2346193,161.8927556,166.1627449,189.5020746,199.097633,216.7277053,230.0705774,231.6884964,234.8430454,250.5404811,280.9668313,235.2862054,236.6944726,224.8993924,210.2364945,210.0081399,214.0914554
Burundi,BDI,GNI (current US$),NY.GNP.MKTP.CD,884786065.9,864477157.8,811709106.9,766758030.8,887956197.1,1099326369,1264550110,1350312449,1607531531,1764475743,2021267251,2218331581,2326835710,2453391158,2698322226,3104359892,2643216721,2725061088,2672837528,2583934018,2664225062,2783915269
Burundi,BDI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,130,130,130,120,120,130,150,160,180,190,200,220,230,240,240,240,240,240,230,220,210,220
Burundi,BDI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,6.318970594,5.179202165,4.685804181,6.381414025,6.952748287,6.200000166,7.3,6.800000136,10.50000026,6.600000274,9.700001639,8.800000284,9.69609532,9.095256069,8.696021194,6.417273565,6.38452219,6.026574329,5.685654314,5.172039999,4.54932,5.00029
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.514,48.431,49.891,50.857,52.01,53.023,53.869,54.727,55.71,56.388,57.081,57.769,58.493,59.235,59.868,60.217,60.793,61.553,61.688,62.351,61.566,61.663
Burundi,BDI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,94.4,91.6,88.6,85.4,81.9,78.1,74.1,70,66.2,62.6,59.2,56.1,53.2,50.5,48.1,46,44.1,42.5,41.1,39.8,38.6,37.5
Burundi,BDI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,153.9,148.8,143.4,137.5,131.1,124.3,117.1,109.8,103,96.6,90.7,85.1,80,75.3,71,67.3,64,61.1,58.6,56.3,54.2,52.3
Burundi,BDI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.22181606,5.68180418,5.34983587,5.27245188,7.09572744,7.56016588,8.71264839,9.1855402,7.74147511,9.23238468,11.28196716,10.06996346,8.63756466,8.62834644,7.21081543,6.29022646,7.06148243,6.95275736,7.29396152,9.05010796,10.71837234,9.10190964
Burundi,BDI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.052,..,..,..,0.028,..,..,..,..,..,0.046,0.038,0.051,0.055,0.058,0.047,..,0.097,0.094,..,0.07,0.065
Burundi,BDI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,50.66311786,51.2344753,51.80933453,52.38732605,52.968435,53.55263025,54.14023045,54.73087029,55.32519883,55.92217405,56.52311806,57.12765968,57.73542912,58.34740424,58.96254191,59.58147078,60.20415296,60.83054747,61.46061817,62.09432128,62.20712127,62.32256445
Burundi,BDI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,59,..,..,..,..,..,..,..,48,..,..,..,..,..,62,..,65.68773651,68,..,..,..,..
Burundi,BDI,"School enrollment, primary (% gross)",SE.PRM.ENRR,60.71974182,63.52111816,70.45056915,76.18115997,81.46591949,86.93282318,110.7817001,124.0062485,127.552742,135.5126648,139.4671173,140.3721771,135.6099243,130.2194977,125.4044724,120.0362625,116.1941833,111.1185837,107.7252197,104.9380188,105.1580963,..
Burundi,BDI,"School enrollment, primary (% net)",SE.PRM.NENR,41.29739,50.13475,49.38625,52.81008,54.41122,57.65405,74.35688,81.83963,92.38812,90.49009,95.37413,..,..,..,..,..,..,94.87551,92.8047,..,..,..
Burundi,BDI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,9.63891983,10.15573025,10.49339008,12.08378029,13.28458023,14.68443012,15.71732044,..,21.44186974,24.39565086,27.53421021,30.41756058,35.21596146,41.4826889,45.28647995,48.99528122,49.80751038,47.8539505,43.20808029,46.39147186,..
Burundi,BDI,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,13.09097,15.17589,16.88675,18.42151,21.40103,25.95054,28.89895,32.18514,28.30495,27.52277,..,..,..
Burundi,BDI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.645479918,2.903909922,3.004930019,..,3.74496007,3.632159948,..,..,5.192900181,6.171949863,6.678016663,6.240096092,6.034728527,5.995399952,7.516379833,7.102909565,4.96585083,5.009188652,5.413527489,5.346684456,5.321585178,4.871141911
Burundi,BDI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,10.73526001,11.43313026,12.48608017,..,9.179080009,10.95926952,..,..,12.61553955,16.30168915,16.58810043,14.97929955,16.97203064,17.24325943,22.28695869,27.49724007,19.29014206,20.70777702,21.1151104,21.22216606,20.7419529,20.43853951
Burundi,BDI,"Population, total",SP.POP.TOTL,6470194,6634365,6824132,7043154,7310656,7587299,7865547,8161874,8505637,8947646,9376444,9717978,10071028,10439341,10799785,11047580,11239451,11506762,11859446,12255336,12617036,12965481
Burundi,BDI,Urban population,SP.URB.TOTL,533532,561334,592471,627404,668121,711309,756430,805087,860600,928408,997841,1060717,1127351,1198645,1271783,1334327,1392343,1462049,1545523,1638048,1729543,1822687
Burundi,BDI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,28,..,..,..,..,..,..,31,..,..,..,..,..,..,29.9,..
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.129,3.15,3.169,3.134,3.177,3.153,3.185,2.401,1.634,1.621,1.616,1.602,1.593,1.584,1.572,1.442,1.347,1.247,1.146,1.043,1.03,1.118
Burundi,BDI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,3.846,3.859,3.871,3.846,3.881,3.867,3.897,3.033,2.134,2.206,2.301,2.406,2.541,2.712,2.927,2.671,2.449,2.218,1.986,1.746,1.69,1.767
Cabo Verde,CPV,Gini index,SI.POV.GINI,..,52.5,..,..,..,..,..,47.2,..,..,..,..,..,..,..,42.4,..,..,..,..,..,..
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,539227277.6,563090490.4,620507387.5,813260468.9,924940011.8,972241676.9,1107571458,1649621739,1959620648,1852334575,1824751468,2046817987,1913081210,2028910915,2041930125,1749857620,1849789993,1996741545,2205099509,2252177134,1821565618,2051842610
